Prim;10;45;6.19062
Prim;11;55;8.73938
Prim;12;66;11.578
Prim;13;78;15.8812
Prim;14;91;21.8452
Prim;15;105;29.0541
Prim;16;120;34.4099
Prim;17;136;44.3111
Prim;18;153;61.9376
Prim;19;171;74.7085
Prim;20;190;88.2788
Prim;21;210;108.755
Prim;22;231;129.983
Prim;23;253;147.125
Prim;24;276;175.577
Prim;25;300;217.699
Prim;26;325;244.611
Prim;27;351;306.95
Prim;28;378;330.361
Prim;29;406;360.457
Prim;30;435;407.898
Prim;31;465;461.22
Prim;32;496;535.653
Prim;33;528;675.416
Prim;34;561;783.628
Prim;35;595;867.776
Prim;36;630;974.925
Prim;37;666;1035.23
Prim;38;703;1292.4
Prim;39;741;1260.83
Prim;3;3;0.04936
Prim;40;780;1395.32
Prim;41;820;1440.2
Prim;42;861;1622.83
Prim;43;903;1735.79
Prim;44;946;1983.09
Prim;45;990;2158.02
Prim;46;1035;2205.74
Prim;47;1081;2415.45
Prim;48;1128;2759.63
Prim;49;1176;2935.71
Prim;4;6;0.1492
Prim;50;1225;3347.66
Prim;51;1275;3529.03
Prim;52;1326;3827
Prim;53;1378;3963.77
Prim;54;1431;4254.48
Prim;55;1485;4711.36
Prim;56;1540;4873.58
Prim;57;1596;5020.56
Prim;58;1653;5461.48
Prim;59;1711;5654.68
Prim;5;10;0.35462
Prim;60;1770;6339.68
Prim;6;15;0.78182
Prim;7;21;1.34102
Prim;8;28;2.36274
Prim;9;36;3.5406
