Prim;10;9;0.31952
Prim;11;10;0.41914
Prim;12;11;0.50655
Prim;13;12;0.55143
Prim;14;13;0.63785
Prim;15;14;0.7087
Prim;16;15;0.84131
Prim;17;16;1.0319
Prim;18;17;1.14672
Prim;19;18;1.40511
Prim;20;19;1.38931
Prim;21;20;1.53001
Prim;22;21;1.65204
Prim;23;22;1.66987
Prim;24;23;1.75346
Prim;25;24;2.16148
Prim;26;25;2.09992
Prim;27;26;2.50149
Prim;28;27;2.69883
Prim;29;28;2.64375
Prim;30;29;2.62749
Prim;31;30;3.08545
Prim;32;31;2.98257
Prim;33;32;3.91417
Prim;34;33;3.87468
Prim;35;34;4.16262
Prim;36;35;4.30295
Prim;37;36;4.74281
Prim;38;37;5.04994
Prim;39;38;4.80502
Prim;3;2;0.02636
Prim;40;39;5.47656
Prim;41;40;5.53026
Prim;42;41;6.09661
Prim;43;42;6.3178
Prim;44;43;6.70848
Prim;45;44;6.20214
Prim;46;45;6.28871
Prim;47;46;7.23705
Prim;48;47;6.9069
Prim;49;48;7.99805
Prim;4;3;0.04358
Prim;50;49;8.27665
Prim;51;50;8.77966
Prim;52;51;8.95141
Prim;53;52;9.33319
Prim;54;53;9.22571
Prim;55;54;9.38491
Prim;56;55;8.91626
Prim;57;56;10.4919
Prim;58;57;11.1755
Prim;59;58;11.7373
Prim;5;4;0.08458
Prim;60;59;12.0316
Prim;61;60;12.1463
Prim;62;61;12.0123
Prim;63;62;11.1137
Prim;64;63;11.9697
Prim;65;64;14.8607
Prim;66;65;13.877
Prim;67;66;15.6337
Prim;68;67;16.0754
Prim;69;68;14.4447
Prim;6;5;0.12445
Prim;70;69;16.2331
Prim;71;70;17.8621
Prim;72;71;16.8917
Prim;73;72;16.2278
Prim;74;73;19.2297
Prim;75;74;18.1085
Prim;76;75;18.174
Prim;77;76;20.3401
Prim;78;77;21.2384
Prim;79;78;20.8186
Prim;7;6;0.16531
Prim;80;79;21.9275
Prim;81;80;20.2613
Prim;82;81;21.6968
Prim;83;82;23.8119
Prim;84;83;23.5984
Prim;85;84;23.3853
Prim;86;85;21.3358
Prim;87;86;25.7567
Prim;88;87;22.1507
Prim;89;88;26.8014
Prim;8;7;0.18309
Prim;90;89;27.1628
Prim;9;8;0.2843
